(0, 0, 131; (0, 0, 326; (0, 0, 216; (14, 14, 209; (0, 0, 624; (0, 0, 433; (0, 0, 568; (0, 0, 62; (-4, 0, 213; (0, 2, 718; (0, 0, 721; (-56, 22, 628; (-56, -62, 510; (38, 40, 438; (44, -30, 517; (62, 38, 1954; (62, 22, 2263; (0, 0, 709; (0, 0, 240; (0, 0, 114; (0, 0, 86; (0, 0, 117; (0, 0, 608; (-4, 4, 583; (-2, 16, 673; (0, -4, 1068; (62, 4, 626; (-18, 18, 433; (-24, 24, 300; (0, 0, 677; (44, -42, 736; (0, 0, 106; (0, 0, 101; (0, 0, 71; (0, 0, 85; (0, 0, 88; (0, 0, 95; (0, 0, 81; (0, 0, 83; (0, 0, 78; (0, 0, 0)
(0, 0, 129; (0, 0, 476; (0, 0, 647; (0, 0, 209; (0, 0, 155; (0, 0, 183; (0, 0, 702; (0, 0, 395; (0, 0, 94; (-6, 0, 146; (-4, -2, 558; (0, 0, 661; (4, 22, 787; (34, 22, 447; (24, 22, 349; (0, 0, 1702; (62, 18, 606; (-8, 0, 1216; (14, 2, 1198; (0, 0, 504; (0, 0, 257; (0, 0, 110; (0, 0, 88; (0, 0, 67; (0, 0, 75; (-10, 8, 549; (-30, 24, 412; (-26, 22, 252; (0, 0, 418; (30, 10, 284; (-62, 14, 753; (0, 0, 135; (0, 0, 74; (0, 0, 87; (0, 0, 98; (0, 0, 89; (0, 0, 91; (0, 0, 74; (0, 0, 61; (0, 0, 85; (0, 0, 0)
(0, 0, 104; (0, 0, 102; (0, 0, 92; (0, 0, 311; (0, 0, 209; (0, 0, 125; (0, 0, 158; (0, 0, 338; (0, 0, 277; (0, 0, 148; (-14, -6, 232; (-24, -16, 542; (50, 6, 688; (22, 0, 446; (0, 0, 455; (0, 0, 447; (20, 34, 1436; (-2, -8, 1415; (54, 0, 355; (32, -6, 328; (10, -2, 356; (0, 0, 75; (0, 0, 63; (0, 0, 65; (0, 0, 321; (-52, 30, 264; (-30, 22, 256; (0, 0, 454; (12, 20, 280; (0, 14, 202; (0, 0, 110; (0, 0, 81; (0, 0, 78; (0, 0, 66; (0, 0, 93; (0, 0, 79; (0, 0, 71; (0, 0, 85; (0, 0, 98; (0, 0, 82; (0, 0, 0)
(0, 0, 91; (0, 0, 122; (0, 0, 102; (0, 0, 72; (0, 0, 282; (0, 0, 92; (0, 0, 50; (0, 0, 100; (-4, -2, 515; (-4, -2, 516; (-4, -6, 230; (-18, -10, 290; (42, -2, 303; (18, -10, 383; (-8, -20, 400; (-14, -56, 710; (20, -22, 673; (58, -26, 914; (56, -24, 433; (36, -12, 291; (8, -6, 191; (0, 0, 159; (0, 0, 171; (-24, 12, 338; (-40, 18, 235; (-14, 8, 342; (0, 0, 377; (0, 0, 134; (-4, -4, 220; (-10, 0, 272; (0, 0, 142; (0, 0, 71; (0, 0, 76; (0, 0, 106; (0, 0, 92; (0, 0, 92; (0, 0, 84; (0, 0, 71; (0, 0, 72; (0, 0, 79; (0, 0, 0)
(0, 0, 85; (0, 0, 96; (0, 0, 103; (0, 0, 111; (0, 0, 83; (0, 0, 78; (0, 0, 295; (0, 0, 128; (0, 0, 45; (0, 0, 157; (0, 0, 228; (2, 0, 247; (0, 0, 290; (0, 0, 236; (-2, -2, 345; (-12, -10, 390; (16, 2, 967; (44, -10, 822; (46, -14, 565; (18, -6, 419; (6, -2, 268; (0, 0, 199; (0, 0, 178; (-10, 0, 201; (0, 0, 291; (0, 0, 183; (0, 0, 116; (0, 0, 113; (0, 0, 224; (8, -2, 358; (14, 2, 182; (0, 0, 63; (4, -4, 402; (0, 0, 418; (0, 0, 80; (0, 0, 79; (0, 0, 107; (0, 0, 89; (0, 0, 69; (0, 0, 77; (0, 0, 0)
(0, 0, 91; (0, 0, 90; (0, 0, 120; (0, 0, 81; (0, 0, 123; (0, 0, 116; (0, 0, 116; (0, 0, 230; (0, 0, 293; (0, 0, 164; (0, 0, 111; (0, 0, 127; (0, 0, 142; (0, 0, 182; (0, 0, 221; (22, -2, 342; (20, -2, 316; (24, -4, 457; (40, -10, 249; (24, -8, 238; (0, 0, 275; (0, 0, 149; (0, 0, 109; (0, 0, 138; (0, 0, 96; (0, 0, 100; (0, 0, 78; (0, 0, 97; (0, 0, 121; (-18, 6, 889; (44, -62, 457; (0, 0, 93; (2, 0, 422; (-2, -2, 278; (0, 0, 92; (0, 0, 92; (0, 0, 70; (0, 0, 93; (0, 0, 99; (0, 0, 101; (0, 0, 0)
(0, 0, 103; (0, 0, 64; (0, 0, 90; (0, 0, 65; (0, 0, 66; (0, 0, 114; (0, 0, 131; (0, 0, 137; (0, 0, 78; (0, 0, 277; (0, 0, 243; (0, 0, 353; (0, 0, 186; (0, 0, 192; (-20, -2, 230; (14, -2, 243; (8, -2, 240; (12, -4, 271; (26, -10, 391; (0, 0, 502; (0, 0, 249; (0, 0, 80; (0, 0, 77; (0, 0, 97; (0, 0, 73; (0, 0, 73; (0, 0, 98; (0, 0, 117; (0, 0, 151; (0, -52, 339; (14, -28, 334; (0, 0, 73; (0, 0, 39; (0, 0, 92; (0, 0, 157; (0, 0, 119; (0, 0, 61; (0, 0, 63; (0, 0, 81; (0, 0, 85; (0, 0, 0)
(0, 0, 81; (0, 0, 95; (0, 0, 91; (0, 0, 55; (0, 0, 52; (0, 0, 64; (0, 0, 55; (0, 0, 62; (0, 0, 47; (0, 0, 191; (0, 0, 154; (0, 0, 73; (0, 0, 118; (0, 0, 168; (0, 0, 384; (-2, 0, 746; (0, 0, 233; (0, 0, 332; (0, 0, 97; (0, 0, 74; (0, 0, 84; (0, 0, 84; (0, 0, 116; (0, 0, 124; (0, 0, 109; (0, 0, 104; (0, 0, 102; (0, 0, 92; (0, 0, 81; (0, 0, 120; (0, 0, 137; (0, 0, 103; (0, 0, 79; (0, 0, 52; (0, 0, 50; (0, 0, 140; (0, 0, 94; (0, 0, 56; (0, 0, 80; (0, 0, 86; (0, 0, 0)
(0, 0, 95; (0, 0, 99; (0, 0, 93; (0, 0, 52; (0, 0, 55; (0, 0, 55; (0, 0, 51; (0, 0, 36; (0, 0, 43; (0, 0, 76; (0, 0, 237; (0, 0, 97; (0, 0, 88; (0, 0, 146; (0, 0, 173; (0, 0, 120; (0, 0, 103; (0, 0, 88; (0, 0, 88; (0, 0, 81; (0, 0, 86; (0, 0, 81; (0, 0, 240; (0, 0, 122; (0, 0, 108; (0, 0, 90; (0, 0, 73; (0, 0, 82; (0, 0, 94; (0, 0, 87; (0, 0, 77; (0, 0, 87; (0, 0, 109; (0, 0, 115; (0, 0, 95; (0, 0, 78; (0, 0, 87; (0, 0, 64; (0, 0, 46; (0, 0, 90; (0, 0, 0)
(0, 0, 77; (0, 0, 79; (0, 0, 105; (0, 0, 52; (0, 0, 44; (0, 0, 43; (0, 0, 37; (0, 0, 48; (0, 0, 55; (0, 0, 80; (0, 0, 129; (0, 0, 99; (0, 0, 84; (0, 0, 101; (0, 0, 86; (0, 0, 96; (0, 0, 77; (0, 0, 83; (0, 0, 89; (0, 0, 99; (0, 0, 71; (0, 0, 77; (0, 0, 79; (0, 0, 91; (0, 0, 84; (0, 0, 86; (0, 0, 82; (0, 0, 96; (0, 0, 82; (0, 0, 86; (0, 0, 77; (0, 0, 107; (0, 0, 82; (0, 0, 82; (0, 0, 85; (0, 0, 92; (0, 0, 70; (0, 0, 101; (0, 0, 90; (0, 0, 83; (0, 0, 0)
