(0, 0, 12; (0, 0, 31; (0, 0, 38; (0, 0, 47; (0, 0, 70; (0, 0, 74; (0, 0, 93; (0, 0, 99; (0, 0, 92; (0, 0, 101; (0, 0, 95; (0, 0, 97; (0, 0, 107; (0, 0, 136; (0, 0, 81; (0, 0, 115; (0, 0, 122; (0, 0, 115; (0, 0, 90; (0, 0, 111; (0, 0, 113; (0, 0, 69; (0, 0, 78; (0, 0, 301; (0, 0, 398; (0, 0, 400; (0, 0, 398; (-14, 2, 362; (30, 46, 476; (2, 58, 275; (-46, -30, 716; (-2, 14, 1156; (-2, -52, 295; (0, -2, 653; (0, -42, 491; (0, 0, 81; (0, 0, 67; (0, 0, 73; (0, 0, 78; (0, 0, 103; (0, 0, 0)
(0, 0, 24; (0, 0, 26; (0, 0, 41; (0, 0, 52; (0, 0, 63; (0, 0, 72; (0, 0, 83; (0, 0, 100; (0, 0, 113; (0, 0, 107; (0, 0, 96; (0, 0, 114; (0, 0, 99; (0, 0, 87; (0, 0, 95; (0, 0, 111; (0, 0, 98; (0, 0, 95; (0, 0, 104; (0, 0, 90; (0, 0, 85; (0, 0, 61; (0, 0, 83; (0, 0, 89; (0, 0, 205; (0, 0, 171; (0, 0, 338; (0, 0, 329; (0, 0, 365; (0, 0, 676; (-54, -6, 437; (-2, 8, 1233; (0, -62, 329; (0, 0, 346; (0, 0, 284; (0, 0, 79; (0, 0, 62; (0, 0, 89; (0, 0, 84; (0, 0, 86; (0, 0, 0)
(0, 0, 22; (0, 0, 44; (0, 0, 43; (0, 0, 52; (0, 0, 45; (0, 0, 91; (0, 0, 116; (0, 0, 107; (0, 0, 105; (0, 0, 124; (0, 0, 97; (0, 0, 131; (0, 0, 138; (0, 0, 91; (0, 0, 111; (0, 0, 95; (0, 0, 111; (0, 0, 100; (0, 0, 89; (0, 0, 103; (0, 0, 72; (0, 0, 87; (0, 0, 756; (0, 0, 282; (0, 0, 97; (0, 0, 99; (0, 0, 66; (0, 0, 110; (0, 0, 174; (0, 0, 328; (0, 0, 300; (0, 0, 571; (4, -28, 358; (0, 0, 160; (0, 0, 60; (0, 0, 75; (0, 0, 76; (0, 0, 67; (0, 0, 93; (0, 0, 81; (0, 0, 0)
(0, 0, 22; (0, 0, 30; (0, 0, 47; (0, 0, 47; (0, 0, 65; (0, 0, 63; (0, 0, 76; (0, 0, 89; (0, 0, 97; (0, 0, 120; (0, 0, 109; (0, 0, 99; (0, 0, 126; (0, 0, 108; (0, 0, 103; (0, 0, 97; (0, 0, 88; (0, 0, 71; (0, 0, 82; (0, 0, 70; (0, 0, 66; (0, 0, 77; (0, 0, 108; (0, 0, 105; (0, 0, 100; (0, 0, 78; (0, 0, 94; (0, 0, 92; (0, 0, 72; (0, 0, 204; (0, 0, 124; (0, 0, 144; (0, 0, 371; (0, 0, 96; (0, 0, 92; (0, 0, 71; (0, 0, 80; (0, 0, 106; (0, 0, 92; (0, 0, 110; (0, 0, 0)
(0, 0, 31; (0, 0, 46; (0, 0, 47; (0, 0, 41; (0, 0, 46; (0, 0, 69; (0, 0, 91; (0, 0, 80; (0, 0, 99; (0, 0, 115; (0, 0, 93; (0, 0, 98; (0, 0, 103; (0, 0, 92; (0, 0, 108; (0, 0, 91; (0, 0, 124; (0, 0, 85; (0, 0, 73; (0, 0, 90; (0, 0, 170; (0, 0, 374; (0, 0, 213; (0, 0, 88; (0, 0, 88; (0, 0, 101; (0, 0, 181; (0, 0, 431; (0, 0, 204; (0, 0, 112; (0, 0, 453; (0, 0, 424; (4, -14, 353; (0, 0, 75; (0, 0, 90; (0, 0, 83; (0, 0, 82; (0, 0, 61; (0, 0, 116; (0, 0, 86; (0, 0, 0)
(0, 0, 22; (0, 0, 23; (0, 0, 36; (0, 0, 60; (0, 0, 52; (0, 0, 73; (0, 0, 86; (0, 0, 66; (0, 0, 94; (0, 0, 159; (0, 0, 173; (0, 0, 172; (0, 0, 93; (0, 0, 77; (0, 0, 89; (0, 0, 83; (0, 0, 79; (0, 0, 81; (0, 0, 105; (0, 0, 305; (4, -2, 530; (0, 2, 333; (-26, -44, 366; (0, 0, 280; (0, 0, 81; (0, 0, 88; (0, 0, 81; (0, 0, 415; (0, 0, 523; (0, 0, 434; (0, 0, 335; (16, -56, 307; (0, 0, 213; (0, 0, 67; (0, 0, 97; (0, 0, 78; (0, 0, 77; (0, 0, 115; (0, 0, 110; (0, 0, 100; (0, 0, 0)
(0, 0, 64; (0, 0, 63; (0, 0, 98; (0, 0, 91; (0, 0, 91; (0, 0, 128; (0, 0, 298; (10, 62, 429; (-2, 62, 223; (16, -4, 436; (2, -4, 473; (0, 2, 290; (0, 0, 276; (0, 0, 165; (0, 0, 66; (0, 0, 135; (0, 0, 148; (0, 0, 215; (0, 0, 266; (34, 28, 405; (14, 14, 299; (26, -8, 683; (-60, 12, 506; (42, 12, 328; (-6, -4, 644; (0, 0, 279; (0, 0, 295; (0, 0, 1147; (8, -6, 472; (0, 0, 469; (0, 0, 426; (0, 0, 423; (0, 0, 290; (0, 0, 96; (0, 0, 79; (0, 0, 70; (0, 0, 70; (0, 0, 131; (0, 0, 81; (0, 0, 91; (0, 0, 0)
(0, 0, 79; (0, 0, 86; (2, 2, 153; (0, 2, 190; (0, 0, 186; (0, 0, 107; (22, 58, 202; (14, 56, 195; (0, 62, 167; (0, 60, 210; (16, 10, 512; (0, 0, 1227; (0, 0, 1012; (0, 0, 221; (0, 0, 77; (0, 0, 359; (0, -30, 362; (0, 2, 517; (0, 0, 293; (54, -6, 795; (-56, 30, 701; (-48, 0, 484; (0, 0, 541; (-8, 0, 416; (42, -2, 798; (2, 0, 441; (-4, 0, 242; (-10, 4, 539; (60, -10, 1054; (4, -6, 680; (18, -38, 328; (0, 0, 316; (0, 0, 162; (0, 0, 67; (0, 0, 64; (0, 0, 68; (0, 0, 93; (0, 0, 79; (0, 0, 87; (0, 0, 99; (0, 0, 0)
(0, 0, 341; (0, 0, 138; (0, 0, 145; (2, 0, 495; (4, 6, 644; (0, 2, 232; (0, 0, 96; (-8, -2, 290; (18, 12, 1017; (18, 14, 321; (10, 6, 189; (2, 0, 317; (0, -2, 1184; (0, 0, 249; (0, 0, 108; (0, 0, 216; (0, 0, 238; (0, 0, 314; (0, 0, 379; (0, 0, 891; (0, 0, 859; (-34, 40, 574; (2, -12, 667; (-10, 12, 553; (62, -38, 1336; (0, 0, 433; (-6, -2, 304; (-8, 2, 401; (22, -20, 879; (16, -20, 254; (0, 0, 412; (-8, 12, 585; (0, 0, 116; (0, 0, 101; (0, 0, 69; (0, 0, 79; (0, 0, 138; (0, 0, 87; (0, 0, 99; (0, 0, 98; (0, 0, 0)
(0, 0, 184; (0, 0, 179; (0, 0, 191; (2, 2, 259; (2, 2, 661; (0, 0, 415; (0, 0, 116; (0, 0, 179; (22, 22, 604; (12, 12, 1027; (-2, 0, 329; (0, 0, 74; (0, -2, 216; (0, 0, 115; (0, 0, 79; (0, 0, 258; (0, 0, 108; (0, 0, 118; (0, 0, 126; (0, 0, 336; (0, 0, 480; (20, 4, 626; (0, 0, 583; (-10, -32, 557; (38, -16, 772; (0, 0, 344; (-6, 38, 462; (-4, 6, 689; (14, -18, 357; (22, -34, 296; (0, 0, 543; (2, 0, 178; (0, 0, 80; (0, 0, 87; (0, 0, 71; (0, 0, 118; (0, 0, 85; (0, 0, 79; (0, 0, 80; (0, 0, 102; (0, 0, 0)
(0, 0, 115; (0, 0, 363; (0, 0, 153; (0, 0, 147; (0, 0, 664; (0, 0, 429; (0, 0, 482; (0, 0, 110; (0, 0, 101; (12, 10, 785; (0, 0, 1288; (0, 0, 331; (0, 0, 92; (0, 0, 63; (0, 0, 118; (-2, 0, 548; (0, 0, 148; (0, 0, 180; (0, 0, 129; (0, 0, 213; (0, 0, 616; (4, 2, 743; (-2, 0, 394; (12, -56, 1130; (48, -50, 1006; (0, -2, 790; (-4, -28, 549; (0, 0, 296; (26, -34, 242; (0, 0, 330; (0, 0, 585; (2, 0, 471; (0, 0, 106; (0, 0, 81; (0, 0, 108; (0, 0, 93; (0, 0, 79; (0, 0, 73; (0, 0, 101; (0, 0, 85; (0, 0, 0)
(0, 0, 86; (0, 0, 175; (0, 0, 395; (0, 0, 178; (0, 0, 140; (0, 0, 208; (0, 0, 448; (0, 0, 268; (0, 0, 77; (0, 0, 118; (-4, -4, 549; (-8, -8, 969; (0, 0, 186; (0, 0, 69; (0, 0, 73; (-2, -2, 276; (-2, -2, 170; (-2, 0, 579; (0, 0, 837; (0, 0, 176; (2, 0, 359; (0, 0, 616; (26, -22, 581; (18, -26, 778; (16, -4, 1251; (10, -4, 732; (0, 0, 267; (28, -30, 265; (0, 0, 229; (0, 0, 178; (-20, 12, 319; (2, 2, 277; (0, 0, 101; (0, 0, 95; (0, 0, 108; (0, 0, 77; (0, 0, 79; (0, 0, 76; (0, 0, 78; (0, 0, 87; (0, 0, 0)
(0, 0, 93; (0, 0, 100; (0, 0, 107; (-4, -4, 314; (-4, -4, 270; (0, 0, 133; (0, 0, 259; (0, 0, 558; (0, 0, 134; (0, 0, 74; (0, 0, 80; (0, 0, 265; (0, 0, 111; (0, 0, 85; (0, 0, 97; (0, 0, 214; (20, 6, 1356; (-2, 0, 892; (-2, 2, 169; (0, 0, 73; (0, 0, 103; (2, 12, 288; (36, -18, 475; (20, -40, 701; (-54, 58, 485; (14, -4, 250; (20, -18, 244; (0, 0, 193; (2, -2, 242; (14, 2, 163; (0, 2, 110; (0, 0, 61; (0, 0, 66; (0, 0, 67; (0, 0, 108; (0, 0, 81; (0, 0, 70; (0, 0, 76; (0, 0, 86; (0, 0, 71; (0, 0, 0)
(0, 0, 81; (0, 0, 116; (0, 0, 98; (0, 0, 82; (0, 0, 291; (0, 0, 112; (0, 0, 47; (0, 0, 86; (0, 0, 226; (0, 0, 118; (0, 0, 66; (0, 0, 97; (0, 0, 76; (0, 0, 88; (0, 0, 82; (-48, -2, 379; (-16, -38, 1163; (0, 2, 492; (0, 0, 79; (0, 0, 99; (-2, 2, 169; (46, -24, 384; (42, -24, 617; (-2, 2, 474; (0, 0, 156; (0, 0, 194; (0, 0, 151; (0, 0, 126; (0, 0, 119; (0, 0, 312; (0, 0, 151; (0, 0, 91; (0, 0, 75; (0, 0, 105; (0, 0, 109; (0, 0, 92; (0, 0, 86; (0, 0, 68; (0, 0, 83; (0, 0, 72; (0, 0, 0)
(0, 0, 72; (0, 0, 90; (0, 0, 110; (0, 0, 84; (0, 0, 69; (0, 0, 76; (0, 0, 273; (2, 0, 203; (0, 0, 35; (0, 0, 74; (0, 0, 122; (0, 0, 112; (0, 0, 107; (0, 0, 107; (0, 0, 143; (0, 0, 190; (-2, 0, 732; (0, 0, 192; (0, 0, 139; (0, 0, 238; (2, 0, 431; (2, 0, 564; (-62, 18, 419; (0, 0, 186; (0, 0, 129; (0, 0, 124; (0, 0, 78; (0, 0, 123; (0, 0, 131; (2, 0, 270; (0, 0, 91; (0, 0, 71; (0, 0, 272; (0, 0, 93; (0, 0, 99; (0, 0, 83; (0, 0, 120; (0, 0, 91; (0, 0, 88; (0, 0, 74; (0, 0, 0)
(0, 0, 82; (0, 0, 83; (0, 0, 103; (0, 0, 73; (0, 0, 103; (0, 0, 107; (0, 0, 99; (0, 0, 235; (0, 0, 192; (0, 0, 106; (0, 0, 141; (0, 0, 202; (0, 0, 167; (0, 0, 219; (0, 0, 314; (-64, -2, 359; (-4, 0, 568; (0, 0, 602; (-52, 4, 339; (-56, 6, 300; (0, 0, 448; (0, 0, 295; (0, 0, 273; (0, 0, 264; (0, 0, 105; (0, 0, 108; (0, 0, 117; (0, 0, 133; (0, 0, 95; (2, 0, 416; (10, 0, 217; (0, 0, 66; (0, 0, 154; (0, 0, 94; (0, 0, 66; (0, 0, 111; (0, 0, 69; (0, 0, 100; (0, 0, 85; (0, 0, 86; (0, 0, 0)
(0, 0, 83; (0, 0, 81; (0, 0, 84; (0, 0, 49; (0, 0, 69; (0, 0, 94; (0, 0, 97; (0, 0, 114; (0, 0, 80; (0, 0, 179; (0, 0, 287; (0, 0, 388; (0, 0, 230; (0, 0, 136; (0, 0, 146; (0, 0, 212; (-36, 0, 307; (0, 0, 301; (0, 0, 237; (0, 0, 113; (0, 0, 140; (0, 0, 93; (0, 0, 96; (0, 0, 87; (0, 0, 81; (0, 0, 86; (0, 0, 98; (0, 0, 105; (0, 0, 92; (0, 0, 155; (-2, -8, 429; (0, 0, 69; (0, 0, 48; (0, 0, 62; (0, 0, 85; (0, 0, 94; (0, 0, 70; (0, 0, 64; (0, 0, 83; (0, 0, 81; (0, 0, 0)
(0, 0, 78; (0, 0, 79; (0, 0, 106; (0, 0, 65; (0, 0, 57; (0, 0, 42; (0, 0, 56; (0, 0, 61; (0, 0, 44; (0, 0, 114; (0, 0, 89; (0, 0, 83; (0, 0, 82; (0, 0, 118; (0, 0, 203; (0, 0, 291; (0, 0, 183; (0, 0, 111; (0, 0, 89; (0, 0, 84; (0, 0, 83; (0, 0, 74; (0, 0, 94; (0, 0, 89; (0, 0, 92; (0, 0, 96; (0, 0, 85; (0, 0, 74; (0, 0, 77; (0, 0, 98; (0, 0, 147; (0, 0, 106; (0, 0, 70; (0, 0, 51; (0, 0, 49; (0, 0, 71; (0, 0, 65; (0, 0, 51; (0, 0, 70; (0, 0, 71; (0, 0, 0)
(0, 0, 83; (0, 0, 92; (0, 0, 80; (0, 0, 48; (0, 0, 55; (0, 0, 54; (0, 0, 40; (0, 0, 42; (0, 0, 44; (0, 0, 56; (0, 0, 129; (0, 0, 96; (0, 0, 70; (0, 0, 131; (0, 0, 149; (0, 0, 86; (0, 0, 82; (0, 0, 68; (0, 0, 75; (0, 0, 80; (0, 0, 89; (0, 0, 63; (0, 0, 149; (0, 0, 128; (0, 0, 85; (0, 0, 92; (0, 0, 84; (0, 0, 73; (0, 0, 97; (0, 0, 87; (0, 0, 76; (0, 0, 103; (0, 0, 99; (0, 0, 103; (0, 0, 102; (0, 0, 71; (0, 0, 72; (0, 0, 49; (0, 0, 64; (0, 0, 94; (0, 0, 0)
(0, 0, 94; (0, 0, 90; (0, 0, 108; (0, 0, 61; (0, 0, 45; (0, 0, 42; (0, 0, 48; (0, 0, 35; (0, 0, 54; (0, 0, 89; (0, 0, 101; (0, 0, 100; (0, 0, 94; (0, 0, 79; (0, 0, 91; (0, 0, 89; (0, 0, 74; (0, 0, 83; (0, 0, 75; (0, 0, 99; (0, 0, 77; (0, 0, 93; (0, 0, 75; (0, 0, 92; (0, 0, 93; (0, 0, 83; (0, 0, 78; (0, 0, 85; (0, 0, 76; (0, 0, 91; (0, 0, 82; (0, 0, 100; (0, 0, 94; (0, 0, 90; (0, 0, 96; (0, 0, 94; (0, 0, 97; (0, 0, 93; (0, 0, 90; (0, 0, 94; (0, 0, 0)
